"name","assignment","length","begin","end","species","species.score","type","type.support","subtype","subtype.support"
"China|NA|OP684157|DENV-2/CN/HZ17-316/2017|Dengue_2|WG|External|2017-08-30|2017.6602739726","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684158|DENV-2/CN/HZ17-333/2017|Dengue_2|WG|External|2017-08-29|2017.65753424658","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684159|DENV-2/CN/HZ17-406-1/2017|Dengue_2|WG|External|2017-08-31|2017.66301369863","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684160|DENV-2/CN/HZ17-414/2017|Dengue_2|WG|External|2017-08-30|2017.6602739726","Unassigned",10176,97,10272,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|OP684161|DENV-2/CN/HZ17-436/2017|Dengue_2|WG|External|2017-08-31|2017.66301369863","Unassigned",10176,97,10272,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|OP684162|DENV-2/CN/HZ17-439/2017|Dengue_2|WG|External|2017-08-31|2017.66301369863","Unassigned",10176,97,10272,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|OP684163|DENV-2/CN/HZ17-455/2017|Dengue_2|WG|External|2017-08-29|2017.65753424658","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684164|DENV-2/CN/HZ17-456/2017|Dengue_2|WG|External|2017-08-29|2017.65753424658","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684165|DENV-2/CN/HZ17-505/2017|Dengue_2|WG|External|2017-09-01|2017.66575342466","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684166|DENV-2/CN/HZ17-510/2017|Dengue_2|WG|External|2017-09-02|2017.66849315068","Unassigned",10176,97,10272,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|OP684167|DENV-2/CN/HZ17-511/2017|Dengue_2|WG|External|2017-09-02|2017.66849315068","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684168|DENV-2/CN/HZ17-545/2017|Dengue_2|WG|External|2017-09-03|2017.67123287671","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684169|DENV-2/CN/HZ17-594/2017|Dengue_2|WG|External|2017-09-03|2017.67123287671","Unassigned",10176,97,10272,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|OP684170|DENV-2/CN/HZ17-666/2017|Dengue_2|WG|External|2017-09-05|2017.67671232877","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684171|DENV-2/CN/HZ17-67/2017|Dengue_2|WG|External|2017-08-24|2017.64383561644","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684172|DENV-2/CN/HZ17-699/2017|Dengue_2|WG|External|2017-09-06|2017.67945205479","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684173|DENV-2/CN/HZ-715/2017|Dengue_2|WG|External|2017-09-05|2017.67671232877","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684174|DENV-2/CN/HZ17-719/2017|Dengue_2|WG|External|2017-09-05|2017.67671232877","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684175|DENV-2/CN/HZ17-720/2017|Dengue_2|WG|External|2017-09-05|2017.67671232877","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684176|DENV-2/CN/HZ17-736/2017|Dengue_2|WG|External|2017-09-05|2017.67671232877","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684177|DENV-2/CN/HZ17-848/2017|Dengue_2|WG|External|2017-09-07|2017.68219178082","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684178|DENV-2/CN/HZ17-951/2017|Dengue_2|WG|External|2017-09-11|2017.69315068493","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684179|DENV-2/CN/HZ17-996/2017|Dengue_2|WG|External|2017-09-12|2017.69589041096","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684180|DENV-2/CN/HZ18-125/2018|Dengue_2|WG|External|2018-07-02|2018.49863013699","2II",10658,27,10684,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684181|DENV-2/CN/HZ18-126/2018|Dengue_2|WG|External|2018-07-03|2018.50136986301","2II",10658,27,10684,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684182|DENV-2/CN/HZ18-216/2018|Dengue_2|WG|External|2018-08-01|2018.58082191781","2II",10679,26,10704,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684183|DENV-2/CN/HZ18-25/2018|Dengue_2|WG|External|2018-05-27|2018.4","2II",10658,27,10684,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684184|DENV-2/CN/HZ18-316/2018|Dengue_2|WG|External|2018-09-03|2018.67123287671","2V",10658,27,10684,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"China|NA|OP684185|DENV-2/CN/HZ18-319/2018|Dengue_2|WG|External|2018-09-04|2018.67397260274","2V",10658,27,10684,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"China|NA|OP684186|DENV-2/CN/HZ18-31/2018|Dengue_2|WG|External|2018-05-28|2018.40273972603","2II",10658,27,10684,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684187|DENV-2/CN/HZ18-326/2018|Dengue_2|WG|External|2018-09-07|2018.68219178082","2II",10658,27,10684,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684188|DENV-2/CN/HZ18-368/2018|Dengue_2|WG|External|2018-09-20|2018.71780821918","2V",10658,27,10684,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"China|NA|OP684189|DENV-2/CN/HZ18-377/2018|Dengue_2|WG|External|2018-09-30|2018.74520547945","2V",10658,27,10684,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"China|NA|OP684190|DENV-2/CN/HZ18-524/2018|Dengue_2|WG|External|2018-11-04|2018.84109589041","2V",10659,26,10684,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"China|NA|OP684191|DENV-2/CN/HZ18-549/2018|Dengue_2|WG|External|2018-11-22|2018.8904109589","2V",10679,26,10704,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"China|NA|OP684192|DENV-2/CN/HZ18-559/2018|Dengue_2|WG|External|2018-12-05|2018.92602739726","2V",10679,26,10704,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"China|NA|OP684193|DENV-2/CN/HZ18-574/2018|Dengue_2|WG|External|2018-12-22|2018.97260273973","2V",10659,26,10684,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"China|NA|OP684194|DENV-2/CN/HZ18-70/2018|Dengue_2|WG|External|2018-06-16|2018.45479452055","2II",10659,26,10684,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684195|DENV-2/CN/HZ18-77/2018|Dengue_2|WG|External|2018-06-20|2018.46575342466","2II",10659,26,10684,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684196|DENV-2/CN/HZ19-16/2019|Dengue_2|WG|External|2019-01-05|2019.01095890411","2II",10659,26,10684,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684197|DENV-2/CN/HZ19-20/2019|Dengue_2|WG|External|2019-01-16|2019.04109589041","2V",10659,26,10684,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"China|NA|OP684198|DENV-2/CN/HZ19-21/2019|Dengue_2|WG|External|2019-01-20|2019.05205479452","Unassigned",10659,26,10684,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|OP684199|DENV-2/CN/HZ19-415/2019|Dengue_2|WG|External|2019-07-31|2019.57808219178","2II",10659,26,10684,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684200|DENV-2/CN/HZ19-464/2019|Dengue_2|WG|External|2019-08-08|2019.6","2II",10659,26,10684,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684201|DENV-2/CN/HZ19-518/2019|Dengue_2|WG|External|2019-08-16|2019.62191780822","Unassigned",10659,26,10684,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|OP684202|DENV-2/CN/HZ19-573/2019|Dengue_2|WG|External|2019-09-07|2019.68219178082","2V",10658,27,10684,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"China|NA|OP684203|DENV-2/CN/HZ19-574/2019|Dengue_2|WG|External|2019-09-05|2019.67671232877","2V",10659,26,10684,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"China|NA|OP684204|DENV-2/CN/HZ19-599/2019|Dengue_2|WG|External|2019-09-17|2019.7095890411","2II",10658,27,10684,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684205|DENV-2/CN/HZ19-620/2019|Dengue_2|WG|External|2019-09-28|2019.7397260274","2II",10658,27,10684,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684206|DENV-2/CN/HZ19-635/2019|Dengue_2|WG|External|2019-10-03|2019.75342465753","2II",10658,27,10684,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684207|DENV-2/CN/HZ19-641/2019|Dengue_2|WG|External|2019-10-13|2019.78082191781","Unassigned",10659,26,10684,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|OP684208|DENV-2/CN/HZ19-643/2019|Dengue_2|WG|External|2019-10-06|2019.76164383562","2II",10657,27,10684,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684209|DENV-2/CN/HZ19-653/2019|Dengue_2|WG|External|2019-10-12|2019.77808219178","2II",10658,27,10684,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684210|DENV-2/CN/HZ19-657/2019|Dengue_2|WG|External|2019-10-15|2019.78630136986","2II",10658,27,10684,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684211|DENV-2/CN/HZ19-660/2019|Dengue_2|WG|External|2019-10-19|2019.79726027397","Unassigned",10658,27,10684,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|OP684212|DENV-2/CN/HZ19-670/2019|Dengue_2|WG|External|2019-10-24|2019.81095890411","2V",10658,27,10684,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"China|NA|OP684213|DENV-2/CN/HZ19-676/2019|Dengue_2|WG|External|2019-11-14|2019.86849315069","2II",10658,27,10684,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684214|DENV-2/CN/HZ19-681/2019|Dengue_2|WG|External|2019-11-30|2019.91232876712","2II",10658,27,10684,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP684215|DENV-2/CN/HZ19-682/2019|Dengue_2|WG|External|2019-11-29|2019.9095890411","2V",10658,27,10684,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"China|NA|OP684216|DENV-2/CN/HZ19-71/2019|Dengue_2|WG|External|2019-03-11|2019.18904109589","2II",10659,26,10684,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"India|NA|OP659024|PCR_DENV_CprM_1F_453_G12.ab1|Dengue_2|E|External|2022-07-29|2022.57260273973","2II",453,193,645,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"India|NA|OP659025|PCR_DENV_CprM_2R_456_A06.ab1|Dengue_2|E|External|2022-07-27|2022.56712328767","2II",456,133,588,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",99,NA,NA
"Viet_Nam|NA|OP458511|53DX-208|Dengue_2|E|External|2019-10-12|2019.77808219178","2II",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Viet_Nam|NA|OP458512|53DX-215|Dengue_2|E|External|2020-11-14|2020.86849315069","2II",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Viet_Nam|NA|OP458513|53DX-343|Dengue_2|E|External|2019-12-10|2019.9397260274","2V",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Viet_Nam|NA|OP458514|56DX-101|Dengue_2|E|External|2020-09-24|2020.72876712329","2II",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Viet_Nam|NA|OP458515|56DX-105|Dengue_2|E|External|2021-02-22|2021.14246575342","2II",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Viet_Nam|NA|OP458516|56DX-202|Dengue_2|E|External|2020-08-05|2020.59178082192","2II",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Viet_Nam|NA|OP458517|56DX-335|Dengue_2|E|External|2019-10-17|2019.79178082192","2II",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Thailand|NA|ON782110|BK1257|Dengue_2|E|External|2019-08-27|2019.65205479452","2V",1090,1255,2344,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Thailand|NA|ON782111|BK1362|Dengue_2|E|External|2019-09-18|2019.71232876712","2V",1090,1255,2344,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Thailand|NA|ON782112|BK1444|Dengue_2|E|External|2019-10-01|2019.74794520548","2V",1090,1255,2344,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Thailand|NA|ON782113|BK1723|Dengue_2|E|External|2019-11-04|2019.84109589041","2V",1090,1255,2344,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Thailand|NA|ON782114|BK1730|Dengue_2|E|External|2019-11-04|2019.84109589041","2V",1090,1255,2344,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Thailand|NA|ON782115|BK1758|Dengue_2|E|External|2019-11-07|2019.84931506849","2V",1090,1255,2344,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Thailand|NA|ON782116|BK1770|Dengue_2|E|External|2019-11-08|2019.85205479452","2V",1090,1255,2344,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Thailand|NA|ON782117|BK2371|Dengue_2|E|External|2019-12-14|2019.95068493151","2V",1090,1255,2344,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Thailand|NA|ON782118|BK2526|Dengue_2|E|External|2019-12-27|2019.98630136986","2V",1090,1255,2344,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Thailand|NA|ON782119|BK2767|Dengue_2|E|External|2020-01-24|2020.06301369863","2V",1090,1255,2344,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Thailand|NA|ON782120|BK1610|Dengue_2|E|External|2019-10-24|2019.81095890411","2II",1090,1255,2344,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Thailand|NA|ON782121|BK1824|Dengue_2|E|External|2019-11-12|2019.86301369863","2II",1090,1255,2344,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Thailand|NA|ON782122|BK1830|Dengue_2|E|External|2019-11-11|2019.8602739726","2II",1090,1255,2344,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Thailand|NA|ON782123|BK1912|Dengue_2|E|External|2019-11-18|2019.87945205479","2II",1090,1255,2344,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Thailand|NA|ON782124|BK2189|Dengue_2|E|External|2019-12-02|2019.91780821918","2II",1090,1255,2344,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Thailand|NA|ON782125|BK2261|Dengue_2|E|External|2019-12-04|2019.92328767123","2II",1090,1255,2344,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Thailand|NA|ON782126|BK2274|Dengue_2|E|External|2019-12-05|2019.92602739726","2II",1090,1255,2344,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Thailand|NA|ON782127|BK2414|Dengue_2|E|External|2019-12-17|2019.95890410959","2II",1090,1255,2344,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Thailand|NA|ON782128|BK2449|Dengue_2|E|External|2019-12-20|2019.96712328767","2II",1090,1255,2344,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Thailand|NA|ON782129|BK2590|Dengue_2|E|External|2020-01-05|2020.01095890411","2II",1090,1255,2344,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Singapore|NA|OP410990|SG(EHI)D2/41002Y19|Dengue_2|WG|External|2019-10-15|2019.78630136986","2II",10723,1,10723,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Singapore|NA|OP410991|SG(EHI)D2/44766Y17|Dengue_2|WG|External|2017-10-15|2017.78630136986","Unassigned",10718,1,10723,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"Singapore|NA|OP410992|SG(EHI)D2/43089Y16|Dengue_2|WG|External|2016-10-15|2016.78630136986","2II",10723,1,10723,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OP389112|2022GZ01726_LKA|Dengue_2|WG|External|2022-07-25|2022.56164383562","2II",10586,4,10590,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"India|NA|OP310805|THSTI-TRC-DENV2-04|Dengue_2|WG|External|2019-06-15|2019.45205479452","Unassigned",10708,13,10720,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|OP310806|THSTI-TRC-DENV2-06|Dengue_2|WG|External|2018-06-15|2018.45205479452","Unassigned",10713,10,10722,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|OP310807|THSTI-TRC-DENV2-08|Dengue_2|WG|External|2019-06-15|2019.45205479452","Unassigned",10556,12,10567,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|OP310808|THSTI-TRC-DENV2-09|Dengue_2|WG|External|2019-06-15|2019.45205479452","Unassigned",10598,13,10610,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"Viet_Nam|NA|OP090388|53DX-101A|Dengue_2|E|External|2022-06-03|2022.41917808219","2II",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Viet_Nam|NA|OP090389|56DX-207|Dengue_2|E|External|2022-05-25|2022.39452054795","2II",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Viet_Nam|NA|OP090390|56DX-703|Dengue_2|E|External|2022-05-20|2022.38082191781","2II",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Viet_Nam|NA|OP090391|53DX-704A|Dengue_2|E|External|2022-06-20|2022.46575342466","2II",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Viet_Nam|NA|OP090392|56DX-705|Dengue_2|E|External|2022-05-23|2022.38904109589","2II",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Viet_Nam|NA|OP090393|56DX-702|Dengue_2|E|External|2022-05-09|2022.35068493151","2II",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Viet_Nam|NA|OP090394|56DX-205|Dengue_2|E|External|2020-09-03|2020.67123287671","2V",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Viet_Nam|NA|OP090395|56DX-106|Dengue_2|E|External|2021-03-05|2021.17260273973","2V",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Viet_Nam|NA|OP090396|56DX-206|Dengue_2|E|External|2022-04-01|2022.24657534247","2V",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Viet_Nam|NA|OP090397|56DX-203|Dengue_2|E|External|2020-08-06|2020.59452054795","2V",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"India|NA|MZ573774|J|Dengue_2|E|External|2019-07-22|2019.55342465753","2II",437,143,579,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"India|NA|ON968501|25|Dengue_2|E|External|2018-08-20|2018.63287671233","Unassigned",312,230,511,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype VI - Sylvatic",NA,NA,NA
"India|NA|ON968502|26|Dengue_2|E|External|2018-08-20|2018.63287671233","Unassigned",328,211,502,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype VI - Sylvatic",NA,NA,NA
"India|NA|ON968503|27|Dengue_2|E|External|2018-08-20|2018.63287671233","Unassigned",326,289,566,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype VI - Sylvatic",NA,NA,NA
"China|NA|ON911795|SCD1509/Africa/2015|Dengue_2|E|External|2015-06-15|2015.45205479452","2V",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"China|NA|ON911796|SCD1514/Myanmar/2015|Dengue_2|E|External|2015-07-15|2015.53424657534","2V",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"China|NA|ON911797|SCD1714/Myanmar/2017|Dengue_2|E|External|2017-07-15|2017.53424657534","2V",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"China|NA|ON911798|SCD1606/Maldives/2016|Dengue_2|E|External|2016-03-15|2016.2","2II",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|ON911799|SCD1605/Maldives/2016|Dengue_2|E|External|2016-03-15|2016.2","2II",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|ON911800|SCD1705/Thailand/2017|Dengue_2|E|External|2017-02-15|2017.12328767123","2II",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|ON911809|SCD1507/Africa/2015|Dengue_2|E|External|2015-06-15|2015.45205479452","2V",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"China|NA|ON907579|17XN21603_D2_CHN|Dengue_2|WG|External|2017-08-07|2017.59726027397","2II",10558,97,10654,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Philippines|NA|ON907581|19XN16107_D2_PHL|Dengue_2|WG|External|2019-07-02|2019.49863013699","Unassigned",10582,40,10622,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
